Subject,ChannelIndex,ROI,ClassLabel,TrainAccuracy,FixationAccuracy,EncodingAccuracy,DelayAccuracy
k12wm006,25,L Insula Lobe,2,0.713,0.56,0.572,0.459
k12wm006,49,L SupraMarginal Gyrus,4,0.938,0.698,0.774,0.459
k12wm008,37,R Superior Temporal Gyrus,2,0.895,0.261,0.764,0.459
k12wm008,135,L Middle Temporal Gyrus,4,0.775,0.707,0.662,0.459
k12wm010,45,L IFG (p Triangularis),2,0.926,0.288,0.76,0.459
k12wm011,8,L Middle Temporal Gyrus,1,0.718,0.682,0.561,0.459
k12wm011,82,L IFG (p Triangularis),1,0.744,0.637,0.637,0.459
k12wm011,96,L ACC,3,0.7,0.73,0.628,0.459
k12wm002,30,L Heschls Gyrus,2,0.879,0.695,0.695,0.458
k12wm002,35,L IFG (p Opercularis),3,0.8,0.408,0.62,0.458
k12wm008,133,L Middle Temporal Gyrus,4,0.725,0.51,0.69,0.458
k12wm002,34,L Insula Lobe,2,0.803,0.336,0.714,0.457
k12wm003,97,R Fusiform Gyrus,4,1,0.225,0.795,0.457
k12wm008,127,L Hippocampus,1,0.75,0.362,0.648,0.457
k12wm011,159,L Fusiform Gyrus,4,0.784,0.464,0.686,0.457
k12wm003,91,R Hippocampus,1,0.686,0.412,0.618,0.456
k12wm008,22,R ParaHippocampal Gyrus,4,0.936,0.711,0.738,0.456
k12wm010,74,L ACC,4,0.788,0.592,0.64,0.456
k12wm010,87,Left Cerebral White Matter,1,0.939,0.416,0.672,0.456
k12wm003,60,L IFG (p Orbitalis),2,0.882,0.716,0.731,0.455
k12wm007,73,L IFG (p Orbitalis),4,0.964,0.382,0.782,0.455
k12wm009,58,L SupraMarginal Gyrus,2,0.742,0.562,0.645,0.455
k12wm010,22,L Inferior Temporal Gyrus,3,1,0.527,0.764,0.455
k12wm010,60,L IFG (p Opercularis),2,1,0.724,0.754,0.455
k12wm010,97,Left Cerebral White Matter,2,0.87,0.341,0.732,0.455
k12wm013,88,R Superior Temporal Gyrus,2,1,0.273,0.788,0.455
k12wm013,88,R Superior Temporal Gyrus,4,1,0.727,0.848,0.455
k12wm013,108,R Middle Frontal Gyrus,2,1,0.682,0.727,0.455
k12wm002,13,L Hippocampus,4,0.773,0.638,0.692,0.454
k12wm006,48,L SupraMarginal Gyrus,2,0.821,0.625,0.75,0.454
k12wm008,75,R Middle Temporal Gyrus,3,0.838,0.5,0.691,0.454
k12wm008,75,R Middle Temporal Gyrus,4,0.769,0.322,0.546,0.454
k12wm002,27,L Insula Lobe,1,0.706,0.489,0.54,0.453
k12wm006,30,L Insula Lobe,2,1,0.365,0.781,0.453
k12wm009,61,L SupraMarginal Gyrus,2,1,0.274,0.764,0.453
k12wm002,6,Left Cerebral White Matter,2,0.735,0.516,0.621,0.452
k12wm006,8,L Middle Temporal Gyrus,2,0.784,0.692,0.685,0.452
k12wm008,28,R Middle Temporal Gyrus,1,0.872,0.248,0.803,0.452
k12wm008,47,R Medial Temporal Pole,3,0.782,0.236,0.618,0.452
k12wm010,33,L Middle Temporal Gyrus,2,0.75,0.226,0.624,0.452
k12wm011,138,L IFG (p Opercularis),1,1,0.644,0.726,0.452
k12wm013,8,L Insula Lobe,2,0.938,0.677,0.581,0.452
k12wm013,9,L Rolandic Operculum,4,0.889,0.355,0.581,0.452
k12wm013,16,L Rolandic Operculum,4,1,0.613,0.871,0.452
k12wm013,67,L IFG (p Orbitalis),1,0.812,0.387,0.613,0.452
k12wm013,77,L Middle Frontal Gyrus,2,0.875,0.516,0.71,0.452
k12wm013,85,R IFG (p Triangularis),1,1,0.516,0.71,0.452
k12wm002,67,Right Cerebral White Matter,2,0.794,0.542,0.65,0.45
k12wm003,40,L Rolandic Operculum,2,0.625,0.619,0.575,0.45
k12wm006,1,L Hippocampus,2,0.737,0.417,0.669,0.45
k12wm008,22,R ParaHippocampal Gyrus,1,0.778,0.315,0.638,0.45
k12wm011,77,L SupraMarginal Gyrus,3,0.729,0.357,0.629,0.45
k12wm011,97,L ACC,4,0.667,0.483,0.544,0.45
k12wm002,32,L Postcentral Gyrus,1,1,0.323,0.861,0.449
k12wm003,67,L IFG (p Triangularis),3,0.671,0.282,0.558,0.449
k12wm006,44,L Postcentral Gyrus,1,0.782,0.622,0.718,0.449
k12wm008,4,R Hippocampus,2,0.738,0.557,0.658,0.449
k12wm008,14,R ParaHippocampal Gyrus,2,0.713,0.354,0.614,0.449
k12wm008,24,R ParaHippocampal Gyrus,1,0.738,0.639,0.627,0.449
k12wm008,124,L Middle Temporal Gyrus,3,0.731,0.728,0.652,0.449
k12wm010,57,L Insula Lobe,3,0.818,0.419,0.721,0.449
k12wm011,157,R Middle Temporal Gyrus,1,0.714,0.756,0.591,0.449
k12wm003,60,L IFG (p Orbitalis),1,0.729,0.537,0.597,0.448
k12wm006,31,L Rolandic Operculum,1,0.795,0.708,0.695,0.448
k12wm010,59,L IFG (p Opercularis),2,0.759,0.731,0.604,0.448
k12wm010,136,R Fusiform Gyrus,1,0.828,0.534,0.672,0.448
k12wm011,158,R Middle Temporal Gyrus,2,0.794,0.343,0.634,0.448
k12wm013,28,L Medial Temporal Pole,1,0.917,0.621,0.724,0.448
k12wm013,78,L Middle Frontal Gyrus,1,0.875,0.448,0.724,0.448
k12wm013,82,R Insula Lobe,4,0.929,0.448,0.724,0.448
k12wm013,97,R Medial Temporal Pole,1,1,0.793,0.759,0.448
k12wm013,111,R Middle Frontal Gyrus,2,1,0.69,0.793,0.448
k12wm013,138,R Inferior Temporal Gyrus,4,0.944,0.31,0.655,0.448
k12wm002,47,L Middle Frontal Gyrus,4,0.628,0.566,0.572,0.447
k12wm002,104,R Middle Frontal Gyrus,3,0.773,0.317,0.618,0.447
k12wm006,38,L Middle Temporal Gyrus,2,0.92,0.553,0.807,0.447
k12wm008,100,R Insula Lobe,3,0.859,0.415,0.717,0.447
k12wm009,37,L Insula Lobe,2,0.923,0.453,0.755,0.447
k12wm010,68,L Precentral Gyrus,2,0.786,0.211,0.659,0.447
k12wm011,143,L Heschls Gyrus,2,0.859,0.336,0.743,0.447
k12wm006,2,L Hippocampus,2,0.821,0.446,0.707,0.446
k12wm007,41,L Insula Lobe,4,0.929,0.357,0.75,0.446
k12wm007,69,L IFG (p Orbitalis),3,0.929,0.714,0.679,0.446
k12wm007,70,L IFG (p Orbitalis),3,0.929,0.411,0.75,0.446
k12wm007,71,L IFG (p Orbitalis),4,1,0.393,0.768,0.446
k12wm007,88,R Fusiform Gyrus,2,1,0.429,0.839,0.446
k12wm007,90,R Fusiform Gyrus,1,0.964,0.464,0.786,0.446
k12wm008,17,Right Cerebral White Matter,4,0.756,0.268,0.529,0.446
k12wm008,32,R Middle Temporal Gyrus,3,0.987,0.739,0.828,0.446
k12wm008,39,R Superior Temporal Gyrus,1,0.963,0.306,0.834,0.446
k12wm008,132,L Middle Temporal Gyrus,1,0.775,0.376,0.713,0.446
k12wm010,42,L IFG (p Orbitalis),4,0.727,0.262,0.662,0.446
k12wm011,13,L Middle Temporal Gyrus,3,1,0.51,0.803,0.446
k12wm011,93,L SupraMarginal Gyrus,3,0.692,0.739,0.65,0.446
k12wm006,8,L Middle Temporal Gyrus,1,0.703,0.342,0.603,0.445
k12wm008,23,R ParaHippocampal Gyrus,4,0.782,0.361,0.613,0.445
k12wm009,63,L Inferior Parietal Lobule,2,0.812,0.526,0.628,0.445
k12wm003,40,L Rolandic Operculum,4,0.975,0.75,0.775,0.444
k12wm006,5,L Middle Temporal Gyrus,2,0.741,0.754,0.683,0.444
k12wm007,23,L Middle Temporal Gyrus,2,0.786,0.667,0.63,0.444
k12wm008,13,R ParaHippocampal Gyrus,4,0.947,0.382,0.708,0.444
k12wm010,62,L IFG (p Opercularis),2,0.81,0.262,0.73,0.444
k12wm011,6,L Middle Temporal Gyrus,1,0.716,0.745,0.608,0.444
k12wm011,106,L Middle Frontal Gyrus,2,1,0.659,0.756,0.444
k12wm013,133,R Fusiform Gyrus,2,0.786,0.481,0.593,0.444
k12wm002,61,L Precentral Gyrus,3,0.762,0.253,0.608,0.443
k12wm002,71,R Middle Temporal Gyrus,2,0.769,0.613,0.726,0.443
k12wm002,86,R Middle Temporal Gyrus,3,0.673,0.34,0.649,0.443
k12wm006,34,L Postcentral Gyrus,1,0.833,0.722,0.69,0.443
k12wm008,119,L Middle Temporal Gyrus,1,0.762,0.589,0.589,0.443
k12wm010,88,L Middle Frontal Gyrus,1,0.778,0.302,0.689,0.443
k12wm011,125,L IFG (p Triangularis),2,0.75,0.631,0.68,0.443
k12wm011,133,Left Cerebral White Matter,2,0.722,0.519,0.664,0.443
k12wm002,65,Left Amygdala,2,0.742,0.531,0.664,0.442
k12wm007,79,L Fusiform Gyrus,3,0.821,0.538,0.769,0.442
k12wm008,123,L Middle Temporal Gyrus,3,0.658,0.247,0.558,0.442
k12wm002,5,Left Cerebral White Matter,3,0.984,0.283,0.732,0.441
k12wm003,73,R Hippocampus,1,0.7,0.61,0.574,0.441
k12wm003,90,R Hippocampus,4,0.681,0.546,0.632,0.441
k12wm008,115,L Fusiform Gyrus,2,0.789,0.645,0.599,0.441
k12wm008,116,L Fusiform Gyrus,3,0.784,0.757,0.684,0.441
k12wm010,102,L Middle Frontal Gyrus,3,0.712,0.279,0.662,0.441
k12wm002,94,R Insula Lobe,3,0.667,0.32,0.6,0.44
k12wm008,40,R Insula Lobe,4,0.825,0.27,0.66,0.44
k12wm008,100,R Insula Lobe,4,0.85,0.516,0.742,0.44
k12wm011,20,L Inferior Temporal Gyrus,2,0.738,0.723,0.61,0.44
k12wm013,132,R ParaHippocampal Gyrus,1,1,0.6,0.56,0.44
k12wm003,51,L Superior Temporal Gyrus,4,0.657,0.597,0.568,0.439
k12wm006,24,L Middle Temporal Gyrus,2,0.738,0.732,0.65,0.439
k12wm006,37,L Middle Temporal Gyrus,3,0.855,0.702,0.711,0.439
k12wm008,23,R ParaHippocampal Gyrus,3,0.789,0.323,0.626,0.439
k12wm008,29,R Middle Temporal Gyrus,1,1,0.318,0.828,0.439
k12wm008,37,R Superior Temporal Gyrus,4,0.975,0.433,0.866,0.439
k12wm008,72,R Inferior Temporal Gyrus,1,0.643,0.311,0.595,0.439
k12wm010,68,L Precentral Gyrus,3,0.759,0.602,0.537,0.439
k12wm011,8,L Middle Temporal Gyrus,3,1,0.459,0.739,0.439
k12wm003,37,L IFG (p Triangularis),3,0.7,0.394,0.656,0.438
k12wm006,30,L Insula Lobe,1,0.8,0.65,0.708,0.438
k12wm009,58,L SupraMarginal Gyrus,4,0.793,0.413,0.694,0.438
k12wm010,124,L Superior Temporal Gyrus,1,1,0.417,0.854,0.438
k12wm013,17,L Rolandic Operculum,2,0.875,0.656,0.719,0.438
k12wm013,19,L Postcentral Gyrus,4,1,0.562,0.812,0.438
k12wm013,47,L Middle Frontal Gyrus,1,1,0.688,0.844,0.438
k12wm002,28,L Insula Lobe,1,0.931,0.542,0.796,0.437
k12wm008,7,R Inferior Temporal Gyrus,4,0.903,0.377,0.735,0.437
k12wm008,24,R ParaHippocampal Gyrus,3,0.692,0.411,0.582,0.437
k12wm002,44,L Middle Frontal Gyrus,2,0.705,0.302,0.477,0.436
k12wm006,46,L Superior Temporal Gyrus,2,0.718,0.609,0.647,0.436
k12wm008,68,R Fusiform Gyrus,3,1,0.462,0.75,0.436
k12wm002,100,Right Cerebral White Matter,3,0.605,0.678,0.559,0.434
k12wm006,25,L Insula Lobe,1,0.912,0.252,0.704,0.434
k12wm007,78,L Fusiform Gyrus,3,0.964,0.604,0.736,0.434
k12wm008,58,R Fusiform Gyrus,2,0.812,0.34,0.742,0.434
k12wm008,115,L Fusiform Gyrus,1,0.692,0.428,0.539,0.434
k12wm010,82,L IFG (p Opercularis),4,0.811,0.632,0.765,0.434
k12wm002,86,R Middle Temporal Gyrus,2,0.722,0.423,0.567,0.433
k12wm008,5,R Fusiform Gyrus,2,0.825,0.618,0.739,0.433
k12wm008,67,R ParaHippocampal Gyrus,3,0.962,0.484,0.771,0.433
k12wm010,49,L IFG (p Triangularis),1,0.742,0.378,0.614,0.433
k12wm010,49,L IFG (p Triangularis),4,0.806,0.543,0.709,0.433
k12wm010,83,L IFG (p Opercularis),4,0.838,0.262,0.752,0.433
k12wm013,5,L IFG (p Triangularis),4,0.812,0.3,0.767,0.433
k12wm013,15,L Insula Lobe,1,0.875,0.7,0.667,0.433
k12wm013,15,L Insula Lobe,2,1,0.733,0.6,0.433
k12wm013,80,L Middle Frontal Gyrus,2,1,0.733,0.667,0.433
k12wm013,95,R Medial Temporal Pole,2,1,0.567,0.767,0.433
k12wm013,123,R Superior Temporal Gyrus,2,1,0.633,0.6,0.433
k12wm002,22,L Fusiform Gyrus,2,0.789,0.644,0.674,0.432
k12wm002,22,L Fusiform Gyrus,3,0.606,0.295,0.492,0.432
k12wm003,72,R Hippocampus,4,0.718,0.284,0.594,0.432
k12wm009,49,L Insula Lobe,2,0.795,0.387,0.697,0.432
k12wm010,81,L Insula Lobe,1,0.686,0.561,0.629,0.432
k12wm010,84,L IFG (p Opercularis),3,0.878,0.384,0.76,0.432
k12wm003,63,L IFG (p Orbitalis),2,0.742,0.303,0.615,0.431
k12wm007,14,L Middle Temporal Gyrus,2,0.846,0.353,0.725,0.431
k12wm011,84,L Insula Lobe,3,0.803,0.601,0.725,0.431
k12wm002,35,L IFG (p Opercularis),2,0.697,0.697,0.599,0.43
k12wm003,104,R Medial Temporal Pole,2,0.729,0.366,0.599,0.43
k12wm008,24,R ParaHippocampal Gyrus,4,0.725,0.525,0.639,0.43
k12wm008,101,R Insula Lobe,4,0.85,0.652,0.734,0.43
k12wm011,81,L IFG (p Triangularis),4,0.96,0.41,0.78,0.43
k12wm007,68,L IFG (p Orbitalis),3,0.821,0.268,0.679,0.429
k12wm008,134,L Middle Temporal Gyrus,1,0.692,0.269,0.628,0.429
k12wm010,62,L IFG (p Opercularis),1,1,0.556,0.77,0.429
k12wm013,7,L Insula Lobe,4,0.833,0.357,0.571,0.429
k12wm013,81,R Insula Lobe,3,0.8,0.571,0.524,0.429
k12wm013,94,R Medial Temporal Pole,1,1,0.536,0.714,0.429
k12wm002,40,L ACC,2,1,0.586,0.793,0.428
k12wm008,87,R IFG (p Triangularis),1,0.73,0.303,0.658,0.428
k12wm002,45,L Middle Frontal Gyrus,2,0.91,0.307,0.68,0.427
k12wm003,61,L IFG (p Orbitalis),3,0.788,0.443,0.71,0.427
k12wm008,38,R Superior Temporal Gyrus,1,0.938,0.261,0.809,0.427
k12wm008,38,R Superior Temporal Gyrus,2,0.868,0.395,0.764,0.427
k12wm002,4,Left Amygdala,2,0.871,0.596,0.706,0.426
k12wm008,126,L Hippocampus,2,0.731,0.368,0.639,0.426
k12wm011,137,L IFG (p Opercularis),1,0.862,0.602,0.741,0.426
k12wm002,7,L Middle Temporal Gyrus,2,0.662,0.383,0.55,0.425
k12wm003,83,Right Cerebral White Matter,2,0.661,0.567,0.583,0.425
k12wm010,137,Right Cerebral White Matter,2,0.815,0.292,0.664,0.425
k12wm011,121,L IFG (p Orbitalis),2,0.784,0.425,0.644,0.425
k12wm002,9,L ParaHippocampal Gyrus,2,0.672,0.344,0.64,0.424
k12wm002,101,Right Cerebral White Matter,1,0.737,0.298,0.616,0.424
k12wm008,26,R Fusiform Gyrus,4,0.808,0.329,0.684,0.424
k12wm008,59,R Fusiform Gyrus,2,0.825,0.734,0.715,0.424
k12wm009,13,Left Cerebral White Matter,1,0.75,0.626,0.596,0.424
k12wm009,36,L Insula Lobe,2,0.848,0.36,0.719,0.424
k12wm011,156,R Inferior Temporal Gyrus,2,0.721,0.727,0.568,0.424
k12wm008,62,R Inferior Temporal Gyrus,4,0.744,0.314,0.635,0.423
k12wm010,43,L Insula Lobe,4,0.934,0.261,0.761,0.423
k12wm011,30,L ParaHippocampal Gyrus,3,0.838,0.654,0.686,0.423
k12wm013,121,R Superior Temporal Gyrus,2,1,0.808,0.692,0.423
k12wm008,1,R ParaHippocampal Gyrus,1,0.7,0.245,0.626,0.422
k12wm011,145,L Superior Temporal Gyrus,1,0.903,0.672,0.812,0.422
k12wm008,94,R Insula Lobe,1,0.675,0.428,0.679,0.421
k12wm008,131,Left Cerebral White Matter,4,0.8,0.396,0.648,0.421
k12wm009,42,L IFG (p Triangularis),2,0.73,0.539,0.605,0.421
k12wm006,43,L Postcentral Gyrus,1,0.947,0.51,0.769,0.42
k12wm007,25,L Middle Temporal Gyrus,1,0.962,0.54,0.74,0.42
k12wm008,29,R Middle Temporal Gyrus,4,0.782,0.344,0.694,0.42
k12wm011,13,L Middle Temporal Gyrus,2,1,0.548,0.803,0.42
k12wm011,124,L IFG (p Triangularis),4,0.779,0.714,0.697,0.42
k12wm003,91,R Hippocampus,4,0.676,0.669,0.588,0.419
k12wm009,40,L IFG (p Triangularis),1,0.75,0.353,0.64,0.419
k12wm013,2,L Insula Lobe,3,1,0.323,0.839,0.419
k12wm013,6,L IFG (p Triangularis),1,1,0.452,0.774,0.419
k12wm013,77,L Middle Frontal Gyrus,3,1,0.387,0.581,0.419
k12wm013,112,R Middle Frontal Gyrus,1,0.688,0.516,0.548,0.419
k12wm013,112,R Middle Frontal Gyrus,3,0.917,0.258,0.742,0.419
k12wm002,29,L Heschls Gyrus,1,0.724,0.451,0.569,0.418
k12wm002,85,R Middle Temporal Gyrus,2,0.661,0.643,0.592,0.418
k12wm003,125,R Superior Temporal Gyrus,2,0.966,0.469,0.806,0.418
k12wm008,31,R Middle Temporal Gyrus,1,0.812,0.291,0.766,0.418
k12wm011,7,L Middle Temporal Gyrus,1,0.676,0.725,0.569,0.418
k12wm011,121,L IFG (p Orbitalis),4,0.789,0.384,0.705,0.418
k12wm008,10,R Inferior Temporal Gyrus,1,0.713,0.263,0.609,0.417
k12wm008,30,R Middle Temporal Gyrus,4,0.654,0.372,0.622,0.417
k12wm008,46,R Medial Temporal Pole,4,0.744,0.545,0.667,0.417
k12wm011,155,R Fusiform Gyrus,3,0.737,0.424,0.543,0.417
k12wm013,135,R Inferior Temporal Gyrus,3,1,0.667,0.833,0.417
k12wm003,82,R Hippocampus,1,0.697,0.571,0.591,0.416
k12wm011,97,L ACC,2,0.676,0.47,0.597,0.416
k12wm011,104,L Middle Frontal Gyrus,1,0.737,0.39,0.552,0.416
k12wm007,15,L Middle Temporal Gyrus,4,0.786,0.566,0.604,0.415
k12wm007,48,L Insula Lobe,1,0.857,0.264,0.717,0.415
k12wm007,78,L Fusiform Gyrus,4,0.786,0.623,0.642,0.415
k12wm008,129,L Hippocampus,3,0.679,0.352,0.635,0.415
k12wm010,88,L Middle Frontal Gyrus,2,0.712,0.292,0.623,0.415
k12wm008,63,R Inferior Temporal Gyrus,4,0.762,0.433,0.656,0.414
k12wm011,77,L SupraMarginal Gyrus,4,0.758,0.514,0.643,0.414
k12wm011,107,L Middle Frontal Gyrus,2,0.689,0.29,0.579,0.414
k12wm013,41,L ACC,2,1,0.655,0.793,0.414
k12wm002,45,L Middle Frontal Gyrus,1,0.782,0.313,0.647,0.413
k12wm003,43,L Postcentral Gyrus,2,0.724,0.693,0.613,0.413
k12wm008,11,R ParaHippocampal Gyrus,1,0.691,0.261,0.623,0.413
k12wm009,17,L Superior Temporal Gyrus,2,0.818,0.413,0.63,0.413
k12wm002,30,L Heschls Gyrus,1,0.986,0.374,0.786,0.412
k12wm006,33,L Rolandic Operculum,1,0.757,0.64,0.721,0.412
k12wm006,38,L Middle Temporal Gyrus,1,1,0.263,0.781,0.412
k12wm007,14,L Middle Temporal Gyrus,1,0.958,0.765,0.667,0.412
k12wm011,132,L Insula Lobe,1,1,0.608,0.777,0.412
k12wm013,20,L Postcentral Gyrus,2,1,0.118,0.941,0.412
k12wm007,40,L Insula Lobe,3,0.786,0.321,0.643,0.411
k12wm007,41,L Insula Lobe,2,1,0.429,0.839,0.411
k12wm007,62,L IFG (p Triangularis),2,0.929,0.446,0.75,0.411
k12wm007,69,L IFG (p Orbitalis),2,0.857,0.286,0.661,0.411
k12wm008,25,R Fusiform Gyrus,2,0.875,0.449,0.81,0.411
k12wm010,83,L IFG (p Opercularis),2,0.767,0.355,0.681,0.411
k12wm011,131,Left Cerebral White Matter,3,0.736,0.616,0.629,0.411
k12wm008,30,R Middle Temporal Gyrus,3,0.75,0.353,0.686,0.41
k12wm002,22,L Fusiform Gyrus,1,0.922,0.288,0.674,0.409
k12wm010,95,L Putamen,2,0.815,0.244,0.693,0.409
k12wm013,108,R Middle Frontal Gyrus,1,0.833,0.364,0.636,0.409
k12wm008,67,R ParaHippocampal Gyrus,4,0.908,0.643,0.815,0.408
k12wm008,115,L Fusiform Gyrus,3,0.73,0.533,0.645,0.408
k12wm008,120,L Inferior Temporal Gyrus,4,0.688,0.395,0.643,0.408
k12wm009,35,L Inferior Temporal Gyrus,3,1,0.699,0.757,0.408
k12wm007,64,L IFG (p Triangularis),2,1,0.37,0.667,0.407
k12wm010,63,L Precentral Gyrus,2,0.679,0.246,0.61,0.407
k12wm013,21,L Postcentral Gyrus,4,0.857,0.741,0.593,0.407
k12wm013,40,L ACC,2,1,0.333,0.889,0.407
k12wm002,39,L ACC,1,0.943,0.283,0.739,0.406
k12wm011,48,L Middle Frontal Gyrus,2,0.688,0.375,0.578,0.406
k12wm013,10,L Rolandic Operculum,2,1,0.438,0.688,0.406
k12wm013,13,L Precentral Gyrus,1,0.812,0.656,0.656,0.406
k12wm013,13,L Precentral Gyrus,2,0.812,0.781,0.625,0.406
k12wm013,13,L Precentral Gyrus,3,0.857,0.469,0.562,0.406
k12wm013,34,L Inferior Temporal Gyrus,3,1,0.531,0.719,0.406
k12wm006,5,L Middle Temporal Gyrus,1,0.793,0.683,0.667,0.405
k12wm008,64,R Middle Temporal Gyrus,4,0.7,0.272,0.677,0.405
k12wm011,17,L Middle Temporal Gyrus,1,0.803,0.686,0.667,0.405
k12wm003,67,L IFG (p Triangularis),2,0.662,0.404,0.628,0.404
k12wm007,76,L Fusiform Gyrus,2,1,0.362,0.787,0.404
k12wm008,48,R Medial Temporal Pole,1,0.762,0.333,0.679,0.404
k12wm008,61,R Inferior Temporal Gyrus,1,0.705,0.256,0.59,0.404
k12wm011,36,L Medial Temporal Pole,2,0.778,0.384,0.699,0.404
k12wm011,76,L SupraMarginal Gyrus,4,0.8,0.514,0.569,0.404
k12wm002,26,L Middle Temporal Gyrus,3,0.788,0.31,0.605,0.403
k12wm010,3,L Amygdala,2,0.712,0.328,0.655,0.403
k12wm010,138,R Middle Temporal Gyrus,3,0.808,0.725,0.716,0.402
k12wm008,34,R Insula Lobe,2,1,0.631,0.841,0.401
k12wm008,45,R Fusiform Gyrus,4,0.705,0.318,0.605,0.401
k12wm008,63,R Inferior Temporal Gyrus,1,0.65,0.293,0.605,0.401
k12wm008,76,R Middle Temporal Gyrus,3,0.608,0.454,0.586,0.401
k12wm008,115,L Fusiform Gyrus,4,0.763,0.48,0.645,0.401
k12wm008,116,L Fusiform Gyrus,2,0.737,0.257,0.599,0.401
k12wm010,58,L Insula Lobe,2,0.845,0.277,0.701,0.401
k12wm006,11,L Hippocampus,1,0.757,0.52,0.62,0.4
k12wm007,72,L IFG (p Orbitalis),4,0.857,0.291,0.709,0.4
k12wm007,75,L IFG (p Orbitalis),3,0.893,0.673,0.745,0.4
k12wm013,1,L Insula Lobe,4,0.875,0.8,0.7,0.4
k12wm013,95,R Medial Temporal Pole,1,1,0.367,0.667,0.4
k12wm013,123,R Superior Temporal Gyrus,1,1,0.767,0.8,0.4
k12wm006,34,L Postcentral Gyrus,3,0.679,0.487,0.652,0.399
k12wm008,122,L Middle Temporal Gyrus,1,0.654,0.301,0.647,0.399
k12wm009,8,L Middle Temporal Gyrus,2,0.632,0.275,0.514,0.399
k12wm011,21,L Middle Temporal Gyrus,3,0.689,0.268,0.543,0.399
k12wm011,84,L Insula Lobe,1,0.962,0.497,0.784,0.399
k12wm011,132,L Insula Lobe,2,0.908,0.554,0.676,0.399
k12wm002,14,Left Cerebral White Matter,2,0.694,0.594,0.617,0.398
k12wm003,125,R Superior Temporal Gyrus,1,0.885,0.469,0.806,0.398
k12wm010,63,L Precentral Gyrus,1,0.776,0.263,0.627,0.398
k12wm002,3,Left Amygdala,2,0.824,0.588,0.695,0.397
k12wm002,23,Left Cerebral White Matter,2,0.689,0.542,0.641,0.397
k12wm003,121,R Insula Lobe,1,1,0.325,0.849,0.397
k12wm006,32,L Rolandic Operculum,3,0.926,0.485,0.757,0.397
k12wm009,41,L IFG (p Triangularis),1,0.676,0.308,0.568,0.397
k12wm003,58,L Superior Orbital Gyrus,3,0.79,0.324,0.631,0.396
k12wm006,23,L Middle Temporal Gyrus,2,0.776,0.519,0.708,0.396
k12wm007,48,L Insula Lobe,2,0.833,0.321,0.736,0.396
k12wm008,98,R Middle Frontal Gyrus,2,0.712,0.381,0.59,0.396
k12wm008,100,R Insula Lobe,1,1,0.44,0.849,0.396
k12wm010,40,L IFG (p Orbitalis),4,0.833,0.463,0.694,0.396
k12wm011,156,R Inferior Temporal Gyrus,3,0.806,0.669,0.612,0.396
k12wm003,36,L IFG (p Triangularis),3,0.969,0.529,0.765,0.395
k12wm008,41,R Insula Lobe,2,0.744,0.471,0.669,0.395
k12wm002,24,L Middle Temporal Gyrus,2,0.73,0.492,0.659,0.394
k12wm011,76,L SupraMarginal Gyrus,2,0.82,0.431,0.606,0.394
k12wm013,11,L Rolandic Operculum,2,0.938,0.455,0.727,0.394
k12wm007,69,L IFG (p Orbitalis),1,0.964,0.446,0.732,0.393
k12wm010,2,L Amygdala,2,0.88,0.533,0.607,0.393
k12wm013,79,L Middle Frontal Gyrus,1,0.929,0.357,0.643,0.393
k12wm013,79,L Middle Frontal Gyrus,4,0.875,0.607,0.643,0.393
k12wm007,77,L Fusiform Gyrus,3,0.769,0.706,0.706,0.392
k12wm008,31,R Middle Temporal Gyrus,4,0.675,0.285,0.671,0.392
k12wm009,38,L IFG (p Opercularis),2,0.671,0.304,0.639,0.392
k12wm002,1,Left Amygdala,3,0.804,0.278,0.652,0.391
k12wm003,41,L Postcentral Gyrus,1,1,0.679,0.83,0.39
k12wm006,35,L Superior Temporal Gyrus,2,1,0.468,0.916,0.39
k12wm010,47,L IFG (p Triangularis),3,0.708,0.568,0.651,0.39
k12wm010,97,Left Cerebral White Matter,1,1,0.602,0.74,0.39
k12wm003,121,R Insula Lobe,2,0.935,0.246,0.802,0.389
k12wm007,2,L Amygdala,2,0.821,0.722,0.704,0.389
k12wm007,64,L IFG (p Triangularis),1,0.769,0.296,0.667,0.389
k12wm008,39,R Superior Temporal Gyrus,2,0.936,0.35,0.771,0.389
k12wm011,93,L SupraMarginal Gyrus,1,0.738,0.643,0.605,0.389
k12wm010,40,L IFG (p Orbitalis),2,1,0.687,0.731,0.388
k12wm013,35,L Inferior Temporal Gyrus,1,1,0.613,0.645,0.387
k12wm003,98,R Medial Temporal Pole,2,0.829,0.49,0.66,0.386
k12wm009,57,L Superior Temporal Gyrus,1,0.917,0.428,0.821,0.386
k12wm010,41,L IFG (p Orbitalis),2,0.734,0.417,0.689,0.386
k12wm010,95,L Putamen,1,0.886,0.551,0.693,0.386
k12wm010,95,L Putamen,4,0.972,0.717,0.772,0.386
k12wm011,105,L Middle Frontal Gyrus,2,0.681,0.359,0.559,0.386
k12wm011,105,L Middle Frontal Gyrus,3,0.718,0.31,0.586,0.386
k12wm007,7,L Middle Temporal Gyrus,3,0.964,0.75,0.788,0.385
k12wm008,62,R Inferior Temporal Gyrus,1,0.762,0.282,0.628,0.385
k12wm013,121,R Superior Temporal Gyrus,3,1,0.538,0.615,0.385
k12wm013,121,R Superior Temporal Gyrus,4,1,0.654,0.846,0.385
